A,B,distance
"প্রথমত, স্ট্রেসকে চিহ্নিত করতে হবে। তাহলেই স্ট্রেস থেকে মুক্তির প্রথম ধাপ অতিক্রম করা যাবে। মনস্তাত্ত্বিক যেকোনো সমস্যার ক্ষেত্রে যারা বুঝতে পারে সমস্যা হচ্ছে এবং সমাধান প্রয়োজন, তারা মনের জোরেই অনেকটা আরোগ্য লাভ করে। 



দ্বিতীয়ত, স্ট্রেস মনিটর করা। অর্থাৎ কেন, কোথা থেকে, কী কারণে নিজের উপর স্ট্রেস বেশি আসছে সেটা খুঁজে বের করা। 



তৃতীয়ত, এক্ষেত্রে কেউ তার বাস্তবতাকে পরিবর্তন করতে পারছে কিনা অর্থাৎ ভেবে নেওয়া আমি কি আমার বাস্তবতাকে পরিবর্তন করতে পারবো নাকি পারবো না। যে নিজের স্ট্রেসকে মোকাবিলা করার জন্য নিজের চিন্তা ধারাকে একটি আশাবাদী রূপ দিয়ে বদলাতে চেষ্টা করে সেই সফল। আর যে নিজের দুঃখবোধ-ডিপ্রেশনকে বদলাতে চায় না সে হয়ে যায় দুর্বল এবং ব্যর্থ। হঠাৎ জ্বর হলে কিংবা কাশি হলে আমরা যেমন কিছু সাধারণ প্রতিষেধকের আশ্রয় নেই তেমনি স্ট্রেসকে প্রাথমিকভাবে সারানোর জন্য কিছু ইতিবাচক চিন্তাভাবনা, ধারণা, সুন্দর এবং সামগ্রিক বিশ্বাস রাখা প্রয়োজন। এই ইতিবাচক চিন্তা স্ট্রেস চলাকালীন সময়ের চেয়ে রিলাক্স এবং আনন্দের অনুভূতিতে থাকাকালীন সময়ে বেশি কার্যকরী। 



কারণ তখন আমাদের বুঝতে সহজ হয় যে, জীবনের সুখ এবং দুঃখ মুদ্রার এপিঠ-ওপিঠ। আমরা পৃথিবীতে আছি জীবনের উত্থান এবং পতনের মধ্য দিয়ে। নিরবিচ্ছিন্ন সুখ কিংবা দুঃখবোধ কোনোটাই স্থায়ী হয় না। সুখের পরে দুঃখের অনুভূতিতে আসলে তখন কী করা উচিত এটা আগে ভেবে রাখাও স্ট্রেস মোকাবিলায় গুরুত্বপূর্ণ বিষয়। অর্থাৎ একটি নেতিবাচক চিন্তার সঙ্গে একটি ইতিবাচক চিন্তার অভ্যাস তৈরি করতে হবে। এভাবে একসময় ভালো এবং ইতিবাচক চিন্তা খারাপ চিন্তাগুলোকে সরিয়ে দিতে সাহায্য করে। একসময় খারাপ চিন্তার প্রভাব জীবনে কমে যাবে।



 এছাড়াও দৈনন্দিন জীবনে পাওয়া স্ট্রেসগুলোকে বুদ্ধি এবং ধৈর্য্য সহকারে মোকাবিলা করতে হবে। তাহলে জীবনে যখন কোনো বড় ধাক্কা আসবে তখন মন, মনন এবং চিন্তাকে আগে থেকেই প্রশিক্ষণ দেওয়া থাকবে। সে অনুযায়ী প্রস্তুত ও থাকবে।","প্রথমত, স্ট্রেসকে চিহ্নিত করতে হবে। তাহলেই স্ট্রেস থেকে মুক্তির প্রথম ধাপ অতিক্রম করা যাবে। মনস্তাত্ত্বিক যেকোনো সমস্যার ক্ষেত্রে যারা বুঝতে পারে সমস্যা হচ্ছে এবং সমাধান প্রয়োজন, তারা মনের জোরেই অনেকটা আরোগ্য লাভ করে। 

দ্বিতীয়ত, স্ট্রেস মনিটর করা। অর্থাৎ কেন, কোথা থেকে, কী কারণে নিজের উপর স্ট্রেস বেশি আসছে সেটা খুঁজে বের করা। তৃতীয়ত, এক্ষেত্রে কেউ তার বাস্তবতাকে পরিবর্তন করতে পারছে কিনা অর্থাৎ ভেবে নেওয়া আমি কি আমার বাস্তবতাকে পরিবর্তন করতে পারবো নাকি পারবো না। যে নিজের স্ট্রেসকে মোকাবিলা করার জন্য নিজের চিন্তা ধারাকে একটি আশাবাদী রূপ দিয়ে বদলাতে চেষ্টা করে সেই সফল। আর যে নিজের দুঃখবোধ-ডিপ্রেশনকে বদলাতে চায় না সে হয়ে যায় দুর্বল এবং ব্যর্থ। হঠাৎ জ্বর হলে কিংবা কাশি হলে আমরা যেমন কিছু সাধারণ প্রতিষেধকের আশ্রয় নেই তেমনি স্ট্রেসকে প্রাথমিকভাবে সারানোর জন্য কিছু ইতিবাচক চিন্তাভাবনা, ধারণা, সুন্দর এবং সামগ্রিক বিশ্বাস রাখা প্রয়োজন। এই ইতিবাচক চিন্তা স্ট্রেস চলাকালীন সময়ের চেয়ে রিলাক্স এবং আনন্দের অনুভূতিতে থাকাকালীন সময়ে বেশি কার্যকরী।



 কারণ তখন আমাদের বুঝতে সহজ হয় যে, জীবনের সুখ এবং দুঃখ মুদ্রার এপিঠ-ওপিঠ। আমরা পৃথিবীতে আছি জীবনের উত্থান এবং পতনের মধ্য দিয়ে। নিরবিচ্ছিন্ন সুখ কিংবা দুঃখবোধ কোনোটাই স্থায়ী হয় না। সুখের পরে দুঃখের অনুভূতিতে আসলে তখন কী করা উচিত এটা আগে ভেবে রাখাও স্ট্রেস মোকাবিলায় গুরুত্বপূর্ণ বিষয়। অর্থাৎ একটি নেতিবাচক চিন্তার সঙ্গে একটি ইতিবাচক চিন্তার অভ্যাস তৈরি করতে হবে। এভাবে একসময় ভালো এবং ইতিবাচক চিন্তা খারাপ চিন্তাগুলোকে সরিয়ে দিতে সাহায্য করে। একসময় খারাপ চিন্তার প্রভাব জীবনে কমে যাবে। এছাড়াও দৈনন্দিন জীবনে পাওয়া স্ট্রেসগুলোকে বুদ্ধি এবং ধৈর্য্য সহকারে মোকাবিলা করতে হবে। তাহলে জীবনে যখন কোনো বড় ধাক্কা আসবে তখন মন, মনন এবং চিন্তাকে আগে থেকেই প্রশিক্ষণ দেওয়া থাকবে। সে অনুযায়ী প্রস্তুত ও থাকবে।",0.8285198555956679
"ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'।","ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'। খুব আনন্দের মধ্য দিয়ে যাচ্ছেন? এটা মনে রেখে উপভোগ করুন, এটি চিরস্থায়ী নয়। খুব কষ্টের মুহূর্তের মধ্যে দিয়ে যাচ্ছেন, এটাও চিরস্থায়ী নয়। সময় সবসময় একই থাকবে না।",0.38256658595641646
"আমরা এমন একটি সময়ে রয়েছি যখন বিশ্বব্যাপী মানসিক চাপ বাড়ছে। বড়দের মতো অনেক শিশু এই মুহূর্তে সংগ্রাম করছে। আমরা বিশ্বে কঠিন অনেক পরিবর্তনের মধ্য দিয়ে যাচ্ছি। তবে আরও অনেক বিষয় রয়েছে, যা শিশুদের মানসিক চাপ বাড়িয়ে দিতে পারে। ওইসব বিষয়ের মধ্যে রয়েছে- বাড়িতে নেতিবাচক পরিস্থিতি, স্কুলে সহিংসতা বা পরীক্ষা। এমনকি একটি বড় বাড়িতে স্থানান্তর হওয়া বা নতুন বন্ধু তৈরি করার মতো ইতিবাচক পরিবর্তনও শিশুদের মধ্যে মানসিক চাপ তৈরি করছে।","আমরা এমন একটি সময়ে রয়েছি যখন বিশ্বব্যাপী মানসিক চাপ বাড়ছে। বড়দের মতো অনেক শিশু এই মুহূর্তে সংগ্রাম করছে। আমরা বিশ্বে কঠিন অনেক পরিবর্তনের মধ্য দিয়ে যাচ্ছি। তবে আরও অনেক বিষয় রয়েছে, যা শিশুদের মানসিক চাপ বাড়িয়ে দিতে পারে। ওইসব বিষয়ের মধ্যে রয়েছে- বাড়িতে নেতিবাচক পরিস্থিতি, স্কুলে সহিংসতা বা পরীক্ষা। এমনকি একটি বড় বাড়িতে স্থানান্তর হওয়া বা নতুন বন্ধু তৈরি করার মতো ইতিবাচক পরিবর্তনও শিশুদের মধ্যে মানসিক চাপ তৈরি করছে।",0.0
"একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।","একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।",0.0
"বড়রা যেভাবে মানসিক চাপ অনুভব করে শিশুরা সবসময় সেভাবে তা করে না। যেখানে বড়দের ক্ষেত্রে কাজ-সম্পর্কিত মানসিক চাপ খুব সাধারণ ঘটনা, সেখানে বেশিরভাগ শিশু চাপ অনুভব করে যখন তারা হুমকির সম্মুখীন হয় এবং কঠিন বা বেদনাদায়ক পরিস্থিতির সঙ্গে মানিয়ে নিতে পারে না। এগুলোর মধ্যে রয়েছে:



শিশুদের মধ্যে মানসিক চাপ দেখা দিতে পারে যখন তারা নতুন বা অপ্রত্যাশিত কিছুর সম্মুখীন হয়।

ছোট শিশুদের ক্ষেত্রে, ঘরে নির্যাতনের শিকার হওয়া, বাবা-মায়ের বিচ্ছেদ বা প্রিয়জনের মৃত্যুর মতো বাড়িতে উদ্বেগজনক ঘটনা মানসিক চাপের সাধারণ কারণ। স্কুল হল আরেকটি সাধারণ কারণ– নতুন বন্ধু তৈরি করা বা পরীক্ষা দেওয়ার ঘটনা শিশুদের হতবিহ্বল করে দিতে পারে।



শিশুদের বয়স বাড়ার সঙ্গে সঙ্গে, তাদের মানসিক চাপের কারণও বাড়তে পারে। কেননা, তখন তারা বন্ধুদের নতুন দল, বেশি বেশি স্কুলের কাজ এবং বেশি মাত্রায় সামাজিক যোগাযোগ মাধ্যম ব্যবহার ও বিস্তৃত পরিসরে বিশ্বের নানা প্রান্তের সংবাদ পড়ার সুযোগ বৃদ্ধির মতো জীবনের বড় বড় পরিবর্তনের সম্মুখীন হয়। অনেক কিশোর-কিশোরী জলবায়ু পরিবর্তন ও বৈষম্যের মতো সামাজিক সমস্যার কারণেও মানসিক চাপে পড়ে।



এটা মনে রাখা গুরুত্বপূর্ণ যে, শিশুরা 'স্পঞ্জের' মতো এবং তাদের চারপাশে যা ঘটছে সেটাই তারা গ্রহণ করে। যখন তাদের বাবা-মা চাপে থাকে, তারা সেটা লক্ষ্য করে এবং সেই মানসিক অবস্থার প্রতি প্রতিক্রিয়া দেখায়, তা যাই হোক না কেন। শিশু ও কিশোর-কিশোরীদের সবসময় নিজেকে সম্পূর্ণরূপে প্রকাশ করার জন্য মানসিক বুদ্ধিমত্তা বা শব্দভাণ্ডার থাকে না। যদিও বয়স এবং বিকাশের স্তরের কারণে সত্যিকার অর্থে কী ঘটছে তা বোঝার ক্ষেত্রে ছোট শিশুদের ঘাটতি থাকতে পারে। তাদের কাছে একটি নতুন বা ভিন্ন পরিস্থিতি কেবল ভিন্ন, অস্বস্তিকর, অপ্রত্যাশিত, এমনকি ভীতিকর মনে হয়। যখন শরীর চাপের মধ্যে থাকে তখন এটি অ্যাড্রেনালিন ও কর্টিসলের মতো হরমোন তৈরি করে, যা আমাদেরকে জরুরি পদক্ষেপের জন্য প্রস্তুত করে, এটি 'ফাইট বা ফ্লাইট' প্রতিক্রিয়া হিসেবেও পরিচিত। এটি একটি শিশুর মন ও শরীরের ওপর অনেক প্রভাব ফেলতে পারে।","বড়রা যেভাবে মানসিক চাপ অনুভব করে শিশুরা সবসময় সেভাবে তা করে না। যেখানে বড়দের ক্ষেত্রে কাজ-সম্পর্কিত মানসিক চাপ খুব সাধারণ ঘটনা, সেখানে বেশিরভাগ শিশু চাপ অনুভব করে যখন তারা হুমকির সম্মুখীন হয় এবং কঠিন বা বেদনাদায়ক পরিস্থিতির সঙ্গে মানিয়ে নিতে পারে না। এগুলোর মধ্যে রয়েছে:

শিশুদের মধ্যে মানসিক চাপ দেখা দিতে পারে যখন তারা নতুন বা অপ্রত্যাশিত কিছুর সম্মুখীন হয়।

ছোট শিশুদের ক্ষেত্রে, ঘরে নির্যাতনের শিকার হওয়া, বাবা-মায়ের বিচ্ছেদ বা প্রিয়জনের মৃত্যুর মতো বাড়িতে উদ্বেগজনক ঘটনা মানসিক চাপের সাধারণ কারণ। স্কুল হল আরেকটি সাধারণ কারণ– নতুন বন্ধু তৈরি করা বা পরীক্ষা দেওয়ার ঘটনা শিশুদের হতবিহ্বল করে দিতে পারে।


শিশুদের বয়স বাড়ার সঙ্গে সঙ্গে, তাদের মানসিক চাপের কারণও বাড়তে পারে। কেননা, তখন তারা বন্ধুদের নতুন দল, বেশি বেশি স্কুলের কাজ এবং বেশি মাত্রায় সামাজিক যোগাযোগ মাধ্যম ব্যবহার ও বিস্তৃত পরিসরে বিশ্বের নানা প্রান্তের সংবাদ পড়ার সুযোগ বৃদ্ধির মতো জীবনের বড় বড় পরিবর্তনের সম্মুখীন হয়। অনেক কিশোর-কিশোরী জলবায়ু পরিবর্তন ও বৈষম্যের মতো সামাজিক সমস্যার কারণেও মানসিক চাপে পড়ে।



এটা মনে রাখা গুরুত্বপূর্ণ যে, শিশুরা 'স্পঞ্জের' মতো এবং তাদের চারপাশে যা ঘটছে সেটাই তারা গ্রহণ করে। যখন তাদের বাবা-মা চাপে থাকে, তারা সেটা লক্ষ্য করে এবং সেই মানসিক অবস্থার প্রতি প্রতিক্রিয়া দেখায়, তা যাই হোক না কেন। শিশু ও কিশোর-কিশোরীদের সবসময় নিজেকে সম্পূর্ণরূপে প্রকাশ করার জন্য মানসিক বুদ্ধিমত্তা বা শব্দভাণ্ডার থাকে না। যদিও বয়স এবং বিকাশের স্তরের কারণে সত্যিকার অর্থে কী ঘটছে তা বোঝার ক্ষেত্রে ছোট শিশুদের ঘাটতি থাকতে পারে। তাদের কাছে একটি নতুন বা ভিন্ন পরিস্থিতি কেবল ভিন্ন, অস্বস্তিকর, অপ্রত্যাশিত, এমনকি ভীতিকর মনে হয়। যখন শরীর চাপের মধ্যে থাকে তখন এটি অ্যাড্রেনালিন ও কর্টিসলের মতো হরমোন তৈরি করে, যা আমাদেরকে জরুরি পদক্ষেপের জন্য প্রস্তুত করে, এটি 'ফাইট বা ফ্লাইট' প্রতিক্রিয়া হিসেবেও পরিচিত। এটি একটি শিশুর মন ও শরীরের ওপর অনেক প্রভাব ফেলতে পারে।",0.8136752136752137
"ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'। খুব আনন্দের মধ্য দিয়ে যাচ্ছেন? এটা মনে রেখে উপভোগ করুন, এটি চিরস্থায়ী নয়। খুব কষ্টের মুহূর্তের মধ্যে দিয়ে যাচ্ছেন, এটাও চিরস্থায়ী নয়। সময় সবসময় একই থাকবে না।","ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'।",0.38256658595641646
"একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।","একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।",0.0
"ডায়েট এবং লাইফস্টাইলের মতো অন্যান্য বিষয়গুলির মতই স্ট্রেস বা, মানসিক চাপ হৃদরোগের অন্যতম প্রধান কারণ। আপনার জীবন থেকে অবাঞ্ছিত স্ট্রেস এবং উদ্বেগ কমানোর জন্য সেরা উপায়  যোগ এবং আধ্যাত্মিকতা। যোগব্যায়াম একটি শৃঙ্খলাবোধ জন্ম দেয় , যা মানসিক চাপ নিয়ন্ত্রন করতে  সাহায্য করে ।","ডায়েট এবং লাইফস্টাইলের মতো অন্যান্য বিষয়গুলির মতই স্ট্রেস বা, মানসিক চাপ হৃদরোগের অন্যতম প্রধান কারণ। আপনার জীবন থেকে অবাঞ্ছিত স্ট্রেস এবং উদ্বেগ কমানোর জন্য সেরা উপায়  যোগ এবং আধ্যাত্মিকতা। যোগব্যায়াম একটি শৃঙ্খলাবোধ জন্ম দেয় , যা মানসিক চাপ নিয়ন্ত্রন করতে  সাহায্য করে ।",0.0
"মননশীলতা আপনাকে জীবনে চলার ক্ষেত্রে গুরুত্বপূর্ণ সিদ্ধান্ত নিতে সহায়তা করে। যোগব্যায়াম আপনার শারীরিক এবং মানসিক স্বাস্থ্যের জন্য উপকারী। সারা বিশ্বের তথ্যের ভিত্তিতে বেশ কয়েকটি গবেষণায় বলা হচ্ছে, মননশীলতা একজন ব্যক্তির সুস্থতার ক্ষেত্রে উল্লেখযোগ্য একটি বিষয়। হাঁটা, জগিং, যোগব্যায়াম ইত্যাদির মতো ব্যায়াম আমাদের প্রতিদিনের শারীরিক কার্যকলাপ উদ্বেগ, দুঃখ এবং অন্যান্য অপ্রীতিকর অনুভূতি নিয়ন্ত্রণে রাখতে সাহায্য করে। সুস্থতা, জীবনের সন্তুষ্টি, স্বনির্ভরতা, আত্মতুষ্টি, ব্যক্তিগত অগ্রগতির অনুভূতি ইত্যাদি ইতিবাচক অনুভূতিগুলিকে জাগাতে সাহায্য করে। ভাল শারীরিক স্বাস্থ্য আমাদের সৃজনশীলতাকে উৎসাহিত করে এবং আপনার পরিপূর্ণতার অনুভূতি জাগাতে সাহায্য করে।","মননশীলতা আপনাকে জীবনে চলার ক্ষেত্রে গুরুত্বপূর্ণ সিদ্ধান্ত নিতে সহায়তা করে। যোগব্যায়াম আপনার শারীরিক এবং মানসিক স্বাস্থ্যের জন্য উপকারী। সারা বিশ্বের তথ্যের ভিত্তিতে বেশ কয়েকটি গবেষণায় বলা হচ্ছে, মননশীলতা একজন ব্যক্তির সুস্থতার ক্ষেত্রে উল্লেখযোগ্য একটি বিষয়। হাঁটা, জগিং, যোগব্যায়াম ইত্যাদির মতো ব্যায়াম আমাদের প্রতিদিনের শারীরিক কার্যকলাপ উদ্বেগ, দুঃখ এবং অন্যান্য অপ্রীতিকর অনুভূতি নিয়ন্ত্রণে রাখতে সাহায্য করে। সুস্থতা, জীবনের সন্তুষ্টি, স্বনির্ভরতা, আত্মতুষ্টি, ব্যক্তিগত অগ্রগতির অনুভূতি ইত্যাদি ইতিবাচক অনুভূতিগুলিকে জাগাতে সাহায্য করে। ভাল শারীরিক স্বাস্থ্য আমাদের সৃজনশীলতাকে উৎসাহিত করে এবং আপনার পরিপূর্ণতার অনুভূতি জাগাতে সাহায্য করে।",0.0
"যোগব্যায়াম আপনার শ্বাস-প্রশ্বাসের সাথে সাথে আভ্যন্তরীন শারীরিক ওঠা-নামা নিয়ন্ত্রণ করে। সপ্তাহে ন্যূনতম তিনবার নিয়মিত যোগাসন অনুশীলন করলে কোনও ব্যক্তি শারীরিক, মানসিক এবং আধ্যাত্মিক ভাবে উপকৃত হবেন। প্রতিদিনের ওয়ার্কআউট করার পাশাপাশি এই প্রাথমিক আসনগুলি অনুশীলন করুন। 30 সেকেন্ড পর্যন্ত প্রতিটি অবস্থান (পোজ) ধরে রাখুন, তারপর একই বারে তিনবার অনুশীলন করুন।","যোগব্যায়াম আপনার শ্বাস-প্রশ্বাসের সাথে সাথে আভ্যন্তরীন শারীরিক ওঠা-নামা নিয়ন্ত্রণ করে। সপ্তাহে ন্যূনতম তিনবার নিয়মিত যোগাসন অনুশীলন করলে কোনও ব্যক্তি শারীরিক, মানসিক এবং আধ্যাত্মিক ভাবে উপকৃত হবেন। প্রতিদিনের ওয়ার্কআউট করার পাশাপাশি এই প্রাথমিক আসনগুলি অনুশীলন করুন। 30 সেকেন্ড পর্যন্ত প্রতিটি অবস্থান (পোজ) ধরে রাখুন, তারপর একই বারে তিনবার অনুশীলন করুন।",0.0
"ধ্যানের সাহায্যে ধৈর্য্যশীল হওয়ার পদ্ধতি ঃ  

রোপন ধ্যান, স্থিথি ধ্যান, সুপার পাওয়ার মেডিটেশন, আরম্ভ ধ্যান এবং শ্বাস ধ্যান, যেগুলি সহজে শেখা যায় এবং গুরুত্বপূর্ণ ভুমিকা পালন করে সেগুলি অনুশীলনের মাধ্যমে চিন্তা ও নিজের  আচরণ নিয়ন্ত্রণ করার ক্ষমতা বৃদ্ধি করা সম্ভব। আপনি যদি দিনে মাত্র ৫ থেকে ১০ মিনিটের জন্যও ধ্যান অনুশীলন করেন, সেক্ষেত্রেও এরফলে প্রেরণা, পরিকল্পনা এবং সমস্যা সমাধানের বিষয়ে আপনার মানসিক উন্নতি ঘটবে। স্ট্রেস বা, মানসিক চাপ এড়িয়ে ভাল মানসিক এবং শারীরিক স্বাস্থ্য পেতে পারেন ধ্যান অনুশীলনের মাধ্যমে।","ধ্যানের সাহায্যে ধৈর্য্যশীল হওয়ার পদ্ধতি ঃ

  রোপন ধ্যান, স্থিথি ধ্যান, সুপার পাওয়ার মেডিটেশন, আরম্ভ ধ্যান এবং শ্বাস ধ্যান, যেগুলি সহজে শেখা যায় এবং গুরুত্বপূর্ণ ভুমিকা পালন করে সেগুলি অনুশীলনের মাধ্যমে চিন্তা ও নিজের  আচরণ নিয়ন্ত্রণ করার ক্ষমতা বৃদ্ধি করা সম্ভব। আপনি যদি দিনে মাত্র ৫ থেকে ১০ মিনিটের জন্যও ধ্যান অনুশীলন করেন, সেক্ষেত্রেও এরফলে প্রেরণা, পরিকল্পনা এবং সমস্যা সমাধানের বিষয়ে আপনার মানসিক উন্নতি ঘটবে। স্ট্রেস বা, মানসিক চাপ এড়িয়ে ভাল মানসিক এবং শারীরিক স্বাস্থ্য পেতে পারেন ধ্যান অনুশীলনের মাধ্যমে।",0.007722007722007722
"ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'।","ডিপ্রেশন আমাদের শরীরকে সরাসরি প্রভাবিত করে। শরীর ভালো না থাকলে মন ভালো থাকে না। আত্মার যে পরিশুদ্ধি আর তৃপ্তি তা পাওয়া যায় না। স্ট্রেসের দীর্ঘ ফল একসময় আনন্দদায়ক অনুভূতিগুলোকে ধ্বংস করে ফেলে। সবশেষে একটা কথা মনে খুব ভরসা দিতে পারে, 'নাথিং লাস্টস ফরএভার'। খুব আনন্দের মধ্য দিয়ে যাচ্ছেন? এটা মনে রেখে উপভোগ করুন, এটি চিরস্থায়ী নয়। খুব কষ্টের মুহূর্তের মধ্যে দিয়ে যাচ্ছেন, এটাও চিরস্থায়ী নয়। সময় সবসময় একই থাকবে না।",0.38256658595641646
"একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।","একজন অভিভাবক হিসেবে, অতিরিক্ত চাপের লক্ষণগুলো খুঁজে বের করে এবং কীভাবে তা সামাল দিতে হয় তা শিখতে সহায়তা করার মাধ্যমে আপনি আপনার সন্তানকে চাপের সময়ে সাহায্য করতে পারেন।",0.0
